id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,potential_rating_ratio,player_name
858,209620,324910,2016-03-17 00:00:00,77.0,84.0,left,high,medium,80.0,48.0,67.0,73.0,41.0,76.0,67.0,23.0,67.0,77.0,85.0,86.0,78.0,74.0,74.0,59.0,74.0,79.0,71.0,47.0,73.0,72.0,56.0,55.0,42.0,73.0,79.0,78.0,12.0,11.0,6.0,11.0,10.0,109.09090909090908,Abdul Rahman Baba
859,209620,324910,2016-01-14 00:00:00,78.0,85.0,left,high,medium,80.0,48.0,67.0,73.0,41.0,76.0,67.0,23.0,67.0,77.0,85.0,86.0,78.0,74.0,74.0,59.0,74.0,79.0,71.0,47.0,73.0,72.0,56.0,55.0,42.0,73.0,81.0,81.0,12.0,11.0,6.0,11.0,10.0,108.97435897435896,Abdul Rahman Baba
860,209620,324910,2015-09-21 00:00:00,78.0,85.0,left,high,medium,80.0,48.0,67.0,73.0,41.0,76.0,67.0,23.0,67.0,77.0,85.0,86.0,78.0,74.0,74.0,59.0,74.0,79.0,71.0,47.0,73.0,72.0,56.0,55.0,42.0,73.0,81.0,81.0,12.0,11.0,6.0,11.0,10.0,108.97435897435896,Abdul Rahman Baba
861,209620,324910,2015-05-22 00:00:00,75.0,82.0,left,high,medium,79.0,49.0,66.0,72.0,40.0,79.0,66.0,22.0,66.0,76.0,85.0,86.0,78.0,73.0,76.0,58.0,74.0,79.0,72.0,46.0,72.0,72.0,60.0,58.0,41.0,69.0,78.0,77.0,11.0,10.0,5.0,10.0,9.0,109.33333333333333,Abdul Rahman Baba
862,209620,324910,2015-05-08 00:00:00,75.0,82.0,left,high,medium,79.0,49.0,66.0,70.0,40.0,79.0,66.0,22.0,66.0,76.0,85.0,88.0,78.0,73.0,76.0,58.0,74.0,79.0,72.0,46.0,72.0,72.0,60.0,58.0,41.0,69.0,78.0,77.0,11.0,10.0,5.0,10.0,9.0,109.33333333333333,Abdul Rahman Baba
863,209620,324910,2015-04-17 00:00:00,75.0,82.0,left,high,medium,79.0,49.0,66.0,70.0,40.0,79.0,62.0,22.0,66.0,76.0,85.0,88.0,78.0,73.0,76.0,58.0,74.0,79.0,72.0,46.0,72.0,72.0,60.0,58.0,41.0,69.0,78.0,77.0,11.0,10.0,5.0,10.0,9.0,109.33333333333333,Abdul Rahman Baba
864,209620,324910,2015-04-10 00:00:00,75.0,82.0,left,high,medium,79.0,49.0,66.0,70.0,40.0,79.0,62.0,22.0,63.0,76.0,85.0,88.0,78.0,73.0,76.0,58.0,74.0,79.0,72.0,46.0,72.0,72.0,60.0,58.0,41.0,69.0,78.0,77.0,11.0,10.0,5.0,10.0,9.0,109.33333333333333,Abdul Rahman Baba
865,209620,324910,2015-03-06 00:00:00,73.0,82.0,left,high,medium,79.0,49.0,62.0,70.0,40.0,77.0,62.0,22.0,63.0,76.0,85.0,88.0,78.0,70.0,76.0,58.0,61.0,79.0,72.0,46.0,72.0,64.0,60.0,58.0,41.0,69.0,75.0,75.0,11.0,10.0,5.0,10.0,9.0,112.32876712328768,Abdul Rahman Baba
866,209620,324910,2015-02-20 00:00:00,71.0,80.0,left,high,medium,79.0,49.0,62.0,69.0,40.0,77.0,62.0,22.0,59.0,74.0,79.0,86.0,75.0,70.0,72.0,58.0,58.0,75.0,71.0,46.0,72.0,64.0,60.0,58.0,41.0,68.0,74.0,72.0,11.0,10.0,5.0,10.0,9.0,112.67605633802818,Abdul Rahman Baba
867,209620,324910,2015-02-13 00:00:00,71.0,80.0,left,high,medium,79.0,49.0,62.0,69.0,40.0,77.0,62.0,22.0,59.0,74.0,79.0,85.0,75.0,70.0,72.0,58.0,58.0,75.0,71.0,46.0,72.0,64.0,60.0,58.0,41.0,68.0,74.0,72.0,11.0,10.0,5.0,10.0,9.0,112.67605633802818,Abdul Rahman Baba
868,209620,324910,2015-01-30 00:00:00,71.0,80.0,left,high,medium,79.0,49.0,62.0,69.0,40.0,77.0,62.0,22.0,59.0,74.0,79.0,83.0,75.0,70.0,68.0,58.0,58.0,75.0,71.0,46.0,72.0,64.0,60.0,58.0,41.0,68.0,74.0,72.0,11.0,10.0,5.0,10.0,9.0,112.67605633802818,Abdul Rahman Baba
869,209620,324910,2015-01-23 00:00:00,71.0,80.0,left,high,medium,79.0,49.0,62.0,69.0,40.0,77.0,62.0,22.0,59.0,74.0,79.0,83.0,70.0,70.0,68.0,58.0,58.0,75.0,71.0,46.0,72.0,64.0,60.0,58.0,41.0,68.0,74.0,72.0,11.0,10.0,5.0,10.0,9.0,112.67605633802818,Abdul Rahman Baba
870,209620,324910,2015-01-16 00:00:00,71.0,80.0,left,high,medium,79.0,49.0,62.0,69.0,40.0,76.0,62.0,22.0,59.0,74.0,79.0,83.0,70.0,70.0,68.0,58.0,58.0,75.0,71.0,46.0,72.0,64.0,59.0,58.0,41.0,68.0,74.0,72.0,11.0,10.0,5.0,10.0,9.0,112.67605633802818,Abdul Rahman Baba
871,209620,324910,2014-11-21 00:00:00,70.0,79.0,left,high,medium,79.0,49.0,62.0,68.0,40.0,75.0,59.0,22.0,59.0,73.0,79.0,82.0,67.0,67.0,68.0,57.0,58.0,75.0,71.0,44.0,70.0,64.0,59.0,58.0,41.0,68.0,73.0,71.0,11.0,10.0,5.0,10.0,9.0,112.85714285714286,Abdul Rahman Baba
872,209620,324910,2014-11-14 00:00:00,70.0,75.0,left,high,medium,78.0,49.0,62.0,68.0,40.0,75.0,59.0,22.0,59.0,73.0,79.0,82.0,65.0,67.0,68.0,57.0,58.0,75.0,71.0,44.0,70.0,59.0,59.0,54.0,41.0,68.0,73.0,71.0,11.0,10.0,5.0,10.0,9.0,107.14285714285714,Abdul Rahman Baba
873,209620,324910,2014-10-24 00:00:00,69.0,75.0,left,high,medium,78.0,49.0,61.0,66.0,40.0,73.0,50.0,22.0,59.0,70.0,79.0,82.0,65.0,65.0,68.0,55.0,58.0,73.0,71.0,44.0,69.0,58.0,59.0,42.0,41.0,68.0,73.0,71.0,11.0,10.0,5.0,10.0,9.0,108.69565217391303,Abdul Rahman Baba
874,209620,324910,2014-10-02 00:00:00,69.0,75.0,left,high,medium,78.0,49.0,61.0,66.0,40.0,73.0,47.0,22.0,59.0,70.0,79.0,82.0,65.0,65.0,68.0,55.0,58.0,73.0,71.0,44.0,69.0,58.0,59.0,42.0,41.0,68.0,73.0,71.0,11.0,10.0,5.0,10.0,9.0,108.69565217391303,Abdul Rahman Baba
875,209620,324910,2014-09-18 00:00:00,68.0,75.0,left,medium,medium,75.0,49.0,61.0,66.0,40.0,72.0,47.0,22.0,59.0,70.0,80.0,82.0,65.0,65.0,68.0,55.0,58.0,73.0,71.0,44.0,69.0,58.0,53.0,39.0,41.0,68.0,71.0,70.0,11.0,10.0,5.0,10.0,9.0,110.29411764705883,Abdul Rahman Baba
876,209620,324910,2014-04-18 00:00:00,67.0,74.0,left,medium,medium,64.0,39.0,61.0,65.0,30.0,71.0,37.0,22.0,59.0,70.0,75.0,82.0,65.0,64.0,68.0,45.0,58.0,73.0,71.0,34.0,68.0,58.0,53.0,39.0,41.0,68.0,71.0,70.0,11.0,10.0,5.0,10.0,9.0,110.44776119402985,Abdul Rahman Baba
877,209620,324910,2014-02-07 00:00:00,68.0,74.0,left,medium,medium,64.0,39.0,61.0,65.0,30.0,71.0,37.0,22.0,59.0,70.0,75.0,82.0,65.0,64.0,68.0,45.0,58.0,73.0,71.0,34.0,68.0,58.0,53.0,39.0,41.0,69.0,72.0,70.0,11.0,10.0,5.0,10.0,9.0,108.8235294117647,Abdul Rahman Baba
878,209620,324910,2013-09-20 00:00:00,68.0,74.0,left,medium,medium,64.0,39.0,61.0,69.0,30.0,67.0,37.0,22.0,59.0,70.0,75.0,81.0,64.0,64.0,68.0,45.0,58.0,72.0,71.0,34.0,68.0,58.0,53.0,39.0,41.0,69.0,72.0,70.0,11.0,10.0,5.0,10.0,9.0,108.8235294117647,Abdul Rahman Baba
879,209620,324910,2013-04-12 00:00:00,66.0,74.0,left,medium,medium,64.0,39.0,61.0,67.0,30.0,66.0,37.0,22.0,56.0,69.0,74.0,77.0,63.0,64.0,68.0,41.0,52.0,69.0,68.0,34.0,64.0,56.0,51.0,36.0,41.0,66.0,70.0,66.0,11.0,10.0,5.0,10.0,9.0,112.12121212121211,Abdul Rahman Baba
880,209620,324910,2013-03-28 00:00:00,64.0,74.0,left,medium,medium,61.0,39.0,61.0,66.0,30.0,66.0,35.0,22.0,49.0,68.0,74.0,77.0,63.0,62.0,68.0,41.0,52.0,69.0,68.0,34.0,64.0,55.0,44.0,33.0,41.0,65.0,69.0,64.0,11.0,10.0,5.0,10.0,9.0,115.625,Abdul Rahman Baba
881,209620,324910,2013-03-15 00:00:00,64.0,73.0,left,medium,medium,58.0,39.0,61.0,66.0,30.0,66.0,35.0,22.0,49.0,68.0,72.0,77.0,63.0,62.0,68.0,41.0,52.0,69.0,68.0,34.0,64.0,55.0,44.0,33.0,41.0,65.0,68.0,62.0,11.0,10.0,5.0,10.0,9.0,114.0625,Abdul Rahman Baba
