id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,potential_rating_ratio,player_name
1144,159566,165706,2016-04-28 00:00:00,73.0,73.0,right,medium,medium,69.0,57.0,47.0,85.0,47.0,60.0,81.0,72.0,82.0,73.0,49.0,38.0,61.0,70.0,59.0,77.0,33.0,66.0,61.0,73.0,70.0,68.0,64.0,76.0,63.0,68.0,71.0,65.0,10.0,8.0,6.0,11.0,10.0,100.0,Abraham Gonzalez
1145,159566,165706,2016-03-10 00:00:00,73.0,73.0,right,medium,medium,69.0,57.0,47.0,85.0,47.0,60.0,81.0,72.0,82.0,73.0,49.0,38.0,61.0,70.0,59.0,77.0,33.0,66.0,61.0,73.0,65.0,62.0,64.0,76.0,63.0,59.0,68.0,60.0,10.0,8.0,6.0,11.0,10.0,100.0,Abraham Gonzalez
1146,159566,165706,2015-10-16 00:00:00,73.0,73.0,right,medium,medium,69.0,57.0,47.0,85.0,47.0,60.0,81.0,72.0,82.0,73.0,49.0,38.0,61.0,70.0,59.0,77.0,33.0,66.0,61.0,73.0,65.0,62.0,64.0,76.0,63.0,59.0,68.0,60.0,10.0,8.0,6.0,11.0,10.0,100.0,Abraham Gonzalez
1147,159566,165706,2015-09-21 00:00:00,73.0,73.0,right,medium,medium,69.0,57.0,47.0,85.0,47.0,60.0,81.0,72.0,82.0,73.0,51.0,49.0,61.0,70.0,59.0,77.0,33.0,66.0,61.0,73.0,65.0,62.0,64.0,76.0,63.0,59.0,68.0,60.0,10.0,8.0,6.0,11.0,10.0,100.0,Abraham Gonzalez
1148,159566,165706,2015-04-17 00:00:00,71.0,71.0,right,medium,low,68.0,57.0,46.0,82.0,46.0,59.0,81.0,71.0,82.0,71.0,51.0,53.0,61.0,63.0,59.0,77.0,33.0,73.0,61.0,74.0,64.0,56.0,66.0,75.0,62.0,49.0,59.0,45.0,9.0,7.0,5.0,10.0,9.0,100.0,Abraham Gonzalez
1149,159566,165706,2015-03-06 00:00:00,71.0,72.0,right,medium,low,68.0,57.0,46.0,82.0,46.0,59.0,81.0,71.0,82.0,71.0,51.0,53.0,61.0,63.0,59.0,77.0,33.0,73.0,61.0,74.0,64.0,56.0,66.0,75.0,62.0,49.0,59.0,45.0,9.0,7.0,5.0,10.0,9.0,101.40845070422534,Abraham Gonzalez
1150,159566,165706,2014-12-19 00:00:00,71.0,71.0,right,medium,low,68.0,57.0,46.0,82.0,46.0,59.0,81.0,71.0,82.0,71.0,51.0,53.0,61.0,63.0,59.0,77.0,33.0,73.0,61.0,74.0,64.0,56.0,66.0,75.0,62.0,49.0,59.0,45.0,9.0,7.0,5.0,10.0,9.0,100.0,Abraham Gonzalez
1151,159566,165706,2014-09-18 00:00:00,71.0,71.0,right,medium,low,68.0,57.0,46.0,82.0,46.0,59.0,81.0,71.0,82.0,71.0,51.0,53.0,61.0,63.0,59.0,77.0,33.0,73.0,61.0,74.0,64.0,56.0,66.0,75.0,62.0,49.0,59.0,45.0,9.0,7.0,5.0,10.0,9.0,100.0,Abraham Gonzalez
1152,159566,165706,2014-04-11 00:00:00,71.0,73.0,right,medium,low,68.0,57.0,46.0,80.0,46.0,59.0,81.0,71.0,82.0,71.0,55.0,55.0,61.0,63.0,59.0,77.0,35.0,74.0,61.0,74.0,64.0,56.0,66.0,75.0,62.0,49.0,59.0,45.0,9.0,7.0,5.0,10.0,9.0,102.8169014084507,Abraham Gonzalez
1153,159566,165706,2013-11-08 00:00:00,71.0,73.0,right,medium,low,68.0,57.0,46.0,80.0,46.0,59.0,81.0,71.0,82.0,71.0,55.0,55.0,61.0,63.0,59.0,77.0,35.0,74.0,61.0,74.0,64.0,56.0,66.0,75.0,62.0,49.0,59.0,45.0,9.0,7.0,5.0,10.0,9.0,102.8169014084507,Abraham Gonzalez
