id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,potential_rating_ratio,player_name
9501,202935,257855,2016-01-21 00:00:00,76.0,78.0,right,medium,high,51.0,22.0,77.0,69.0,31.0,48.0,47.0,45.0,57.0,64.0,73.0,75.0,68.0,72.0,67.0,48.0,91.0,77.0,71.0,26.0,89.0,77.0,45.0,39.0,36.0,76.0,75.0,82.0,8.0,13.0,12.0,12.0,8.0,102.63157894736842,Alvaro Gonzalez Soberon
9502,202935,257855,2016-01-14 00:00:00,76.0,79.0,right,medium,high,51.0,22.0,77.0,69.0,31.0,48.0,47.0,45.0,57.0,64.0,73.0,75.0,68.0,72.0,67.0,48.0,91.0,77.0,71.0,26.0,89.0,77.0,45.0,39.0,36.0,76.0,75.0,82.0,8.0,13.0,12.0,12.0,8.0,103.94736842105263,Alvaro Gonzalez Soberon
9503,202935,257855,2015-10-16 00:00:00,76.0,80.0,right,medium,high,51.0,22.0,77.0,69.0,31.0,48.0,47.0,45.0,57.0,64.0,73.0,75.0,68.0,72.0,67.0,48.0,91.0,77.0,71.0,26.0,89.0,77.0,45.0,39.0,36.0,76.0,75.0,82.0,8.0,13.0,12.0,12.0,8.0,105.26315789473684,Alvaro Gonzalez Soberon
9504,202935,257855,2015-09-21 00:00:00,76.0,80.0,right,medium,high,51.0,22.0,77.0,69.0,31.0,48.0,47.0,45.0,57.0,64.0,73.0,75.0,69.0,72.0,67.0,48.0,90.0,78.0,71.0,26.0,89.0,77.0,45.0,39.0,36.0,76.0,75.0,82.0,8.0,13.0,12.0,12.0,8.0,105.26315789473684,Alvaro Gonzalez Soberon
9505,202935,257855,2014-09-18 00:00:00,70.0,74.0,right,medium,high,58.0,21.0,77.0,57.0,30.0,45.0,46.0,44.0,56.0,52.0,74.0,75.0,69.0,72.0,67.0,47.0,90.0,79.0,45.0,25.0,84.0,75.0,44.0,38.0,35.0,64.0,72.0,79.0,7.0,12.0,11.0,11.0,7.0,105.71428571428572,Alvaro Gonzalez Soberon
9506,202935,257855,2014-04-18 00:00:00,73.0,78.0,right,medium,high,58.0,21.0,77.0,55.0,30.0,45.0,46.0,44.0,56.0,64.0,74.0,75.0,66.0,72.0,67.0,47.0,84.0,78.0,76.0,25.0,84.0,75.0,44.0,51.0,35.0,64.0,72.0,79.0,7.0,12.0,11.0,11.0,7.0,106.84931506849315,Alvaro Gonzalez Soberon
9507,202935,257855,2013-10-18 00:00:00,73.0,78.0,right,low,high,58.0,21.0,77.0,55.0,30.0,45.0,46.0,44.0,56.0,64.0,74.0,75.0,66.0,72.0,67.0,47.0,84.0,78.0,76.0,25.0,84.0,75.0,44.0,51.0,35.0,64.0,72.0,79.0,7.0,12.0,11.0,11.0,7.0,106.84931506849315,Alvaro Gonzalez Soberon
9508,202935,257855,2013-09-20 00:00:00,73.0,78.0,right,low,high,58.0,21.0,77.0,55.0,30.0,45.0,46.0,44.0,56.0,64.0,74.0,75.0,66.0,72.0,67.0,47.0,84.0,78.0,76.0,25.0,84.0,75.0,44.0,51.0,35.0,64.0,72.0,79.0,7.0,12.0,11.0,11.0,7.0,106.84931506849315,Alvaro Gonzalez Soberon
9509,202935,257855,2013-04-19 00:00:00,74.0,78.0,right,low,high,58.0,21.0,77.0,55.0,30.0,45.0,66.0,44.0,56.0,64.0,74.0,75.0,66.0,72.0,63.0,47.0,84.0,79.0,76.0,25.0,91.0,75.0,44.0,51.0,35.0,64.0,72.0,82.0,7.0,12.0,11.0,11.0,7.0,105.40540540540539,Alvaro Gonzalez Soberon
9510,202935,257855,2013-02-15 00:00:00,74.0,78.0,right,medium,medium,58.0,21.0,77.0,55.0,30.0,45.0,66.0,44.0,56.0,64.0,74.0,75.0,66.0,72.0,63.0,47.0,84.0,79.0,76.0,25.0,91.0,75.0,44.0,51.0,35.0,64.0,72.0,82.0,7.0,12.0,11.0,11.0,7.0,105.40540540540539,Alvaro Gonzalez Soberon
9511,202935,257855,2012-08-31 00:00:00,74.0,78.0,right,medium,medium,58.0,21.0,77.0,55.0,30.0,45.0,66.0,44.0,56.0,64.0,68.0,75.0,66.0,72.0,63.0,47.0,84.0,79.0,76.0,25.0,91.0,75.0,44.0,51.0,35.0,64.0,72.0,79.0,7.0,12.0,11.0,11.0,7.0,105.40540540540539,Alvaro Gonzalez Soberon
9512,202935,257855,2012-02-22 00:00:00,72.0,78.0,right,medium,medium,58.0,21.0,77.0,54.0,27.0,45.0,66.0,44.0,56.0,60.0,66.0,74.0,66.0,72.0,63.0,47.0,84.0,80.0,76.0,25.0,83.0,69.0,44.0,51.0,35.0,64.0,72.0,79.0,7.0,12.0,11.0,11.0,7.0,108.33333333333333,Alvaro Gonzalez Soberon
9513,202935,257855,2011-08-30 00:00:00,62.0,72.0,right,medium,medium,65.0,21.0,46.0,54.0,27.0,45.0,66.0,44.0,56.0,61.0,66.0,74.0,66.0,60.0,63.0,40.0,71.0,69.0,68.0,25.0,54.0,67.0,40.0,47.0,35.0,53.0,66.0,65.0,7.0,12.0,11.0,11.0,7.0,116.12903225806453,Alvaro Gonzalez Soberon
9514,202935,257855,2007-02-22 00:00:00,62.0,72.0,right,medium,medium,65.0,21.0,46.0,54.0,27.0,45.0,66.0,44.0,56.0,61.0,66.0,74.0,66.0,60.0,63.0,40.0,71.0,69.0,68.0,25.0,54.0,67.0,40.0,47.0,35.0,53.0,66.0,65.0,7.0,12.0,11.0,11.0,7.0,116.12903225806453,Alvaro Gonzalez Soberon
35606,110366,33768,2008-08-30 00:00:00,77.0,81.0,left,,1,55.0,39.0,76.0,74.0,,40.0,,39.0,60.0,72.0,75.0,72.0,,77.0,,51.0,,77.0,78.0,50.0,70.0,79.0,73.0,,75.0,80.0,80.0,,10.0,21.0,60.0,21.0,21.0,105.1948051948052,Daniel Jarque
35607,110366,33768,2007-08-30 00:00:00,75.0,81.0,left,,1,66.0,39.0,76.0,69.0,,35.0,,39.0,55.0,60.0,60.0,72.0,,69.0,,51.0,,77.0,78.0,50.0,70.0,79.0,73.0,,75.0,80.0,70.0,,10.0,21.0,55.0,21.0,21.0,108.0,Daniel Jarque
35608,110366,33768,2007-02-22 00:00:00,74.0,81.0,left,,1,66.0,39.0,76.0,69.0,,35.0,,75.0,55.0,60.0,60.0,72.0,,69.0,,51.0,,77.0,72.0,50.0,70.0,79.0,73.0,,75.0,80.0,70.0,,10.0,13.0,55.0,8.0,7.0,109.45945945945945,Daniel Jarque
39514,135808,33767,2015-04-17 00:00:00,67.0,67.0,left,medium,medium,69.0,38.0,55.0,61.0,33.0,58.0,63.0,41.0,62.0,66.0,76.0,81.0,68.0,73.0,73.0,56.0,69.0,86.0,72.0,49.0,60.0,66.0,56.0,55.0,33.0,63.0,69.0,62.0,9.0,6.0,6.0,6.0,10.0,100.0,David Garcia
